"","NR","WR","SR","ER","NER"
"Schedule(MU)","160.5","-79.9","23.0","-107.3","4.3"
"Actual(MU)","154.0","-86.6","20.4","-96.8","7.1"
"O/D/U/D(MU)","-6.5","-6.7","-2.6","10.5","2.8"
