"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.5","0.8","0.5","73.8","25.7"
"SR GRID","0.0","0.0","2.2","6.6","2.2","81.7","16.0"
