"","NR","WR","SR","ER","NER","All India"
"Coal","504","1123","540","434","8","2610"
"Lignite","13","17","55","0","0","84"
"Hydro","117","23","68","26","5","240"
"Nuclear","19","31","14","0","0","64"
"Gas, Naptha & Diesel","18","33","18","0","26","94"
"RES (Wind, Solar, Biomass & Others)","60","80","137","1","0","278"
"Total","730","1307","832","461","39","3369"
