"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4813","0","88.8","34.8","0.7","164"
"","Haryana","5452","0","105.7","38.9","0.6","580"
"","Rajasthan","9268","0","194.4","78.2","-2.2","126"
"","Delhi","3492","4","62.6","42.6","-0.2","262"
"","UP","9257","1905","208.1","74.8","-1.3","319"
"","Uttarakhand","1689","130","32.0","20.6","0.5","186"
"","HP","1344","0","25.1","19.3","0.8","176"
"","J&K","1894","100","39.5","30.4","2.8","276"
"","Chandigarh","211","0","3.6","3.2","0.4","48"
"WR","Chhattisgarh","2919","8","63.3","8.9","-0.7","370"
"","Gujarat","11316","0","241.8","40.5","-5.6","259"
"","MP","9623","9","199.0","112.1","0.9","298"
"","Maharashtra","17208","238","365.9","106.9","-0.6","323"
"","Goa","404","0","7.7","6.8","0.2","39"
"","DD","249","0","5.9","6.0","0.0","21"
"","DNH","642","1","14.9","14.6","0.3","24"
"","Essar steel","276","0","5.8","5.5","0.3","8"
"SR","Andhra Pradesh","11192","0","255.5","94.9","3.5","538"
"","Karnataka","8311","300","176.6","22.0","1.8","356"
"","Kerala","3195","150","56.4","35.8","2.6","371"
"","Tamil Nadu","11112","995","237.0","72.5","0.9","482"
"","Pondy","302","0","5.9","6.1","-0.2","32"
"ER","Bihar","1716","450","35.3","31.9","0.8","140"
"","DVC","2573","100","51.9","-11.6","-4.1","220"
"","Jharkhand","1043","0","21.5","9.1","0.3","90"
"","Odisha","3244","300","62.9","9.2","1.9","200"
"","West Bengal","5936","0","97.5","13.5","7.3","390"
"","Sikkim","112","0","1.5","1.1","0.4","30"
"NER","Arunachal Pradesh","121","4","1.8","1.2","0.7","50"
"","Assam","1010","159","17.9","10.7","2.2","212"
"","Manipur","120","5","2.1","1.4","0.7","66"
"","Meghalaya","271","3","4.7","3.0","0.1","67"
"","Mizoram","65","4","1.1","1.0","-0.1","19"
"","Nagaland","100","1","1.7","1.2","0.2","40"
"","Tripura","156","35","3.3","-0.2","1.1","110"
