"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.9","-84.2","31.5","-45.7","7.4"
"Actual(MU)","93.0","-96.5","34.5","-45.6","10.9"
"O/D/U/D(MU)","1.1","-12.3","3.0","0.1","3.5"
