"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6998","0","144.3","87.0","-1.4","211"
"","Haryana","7106","0","128.0","85.7","-1.6","384"
"","Rajasthan","8746","0","192.2","82.4","-0.5","237"
"","Delhi","5112","0","98.5","77.5","-1.3","293"
"","UP","12623","3235","285.2","137.7","3.6","459"
"","Uttarakhand","1707","0","36.7","17.5","-0.3","155"
"","HP","1185","0","24.5","5.4","0.2","85"
"","J&K","1680","420","34.9","20.3","0.0","190"
"","Chandigarh","250","0","4.8","5.0","-0.3","13"
"WR","Chhattisgarh","3365","0","76.0","32.6","0.0","141"
"","Gujarat","13192","0","290.5","62.6","-1.5","612"
"","MP","7248","0","156.7","103.0","-2.4","270"
"","Maharashtra","18079","40","410.3","110.9","-4.1","361"
"","Goa","391","0","8.5","7.5","0.3","64"
"","DD","280","0","6.2","6.3","-0.1","49"
"","DNH","671","0","15.8","15.9","-0.2","20"
"","Essar steel","484","0","10.0","9.6","0.3","143"
"SR","Andhra Pradesh","6407","0","144.1","30.5","2.5","490"
"","Telangana","5530","200","125.8","74.7","1.2","293"
"","Karnataka","6464","350","136.5","23.3","1.3","504"
"","Kerala","3217","8","61.5","35.3","2.2","533"
"","Tamil Nadu","11370","729","259.7","98.6","-0.1","520"
"","Pondy","287","0","6.3","6.5","-0.2","25"
"ER","Bihar","2942","120","61.3","59.0","-0.5","120"
"","DVC","2581","0","60.4","-34.7","0.4","370"
"","Jharkhand","1031","0","21.6","11.2","-1.8","60"
"","Odisha","3431","80","76.1","24.8","4.0","410"
"","West Bengal","6699","0","139.7","39.2","1.7","290"
"","Sikkim","67","0","1.1","1.1","0.0","20"
"NER","Arunachal Pradesh","105","2","1.1","1.7","-0.6","50"
"","Assam","1165","128","20.6","15.3","0.6","245"
"","Manipur","138","2","2.1","2.3","-0.2","40"
"","Meghalaya","265","2","4.4","1.9","-0.1","50"
"","Mizoram","72","1","1.2","1.1","0.1","25"
"","Nagaland","105","2","1.9","1.7","0.2","21"
"","Tripura","228","1","3.3","1.1","0.1","98"
