"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","594","1158","550","435","10","2748"
"Hydro","248","35","63","95","26","466"
"Nuclear","31","30","46","0","0","107"
"Gas, Naptha & Diesel","39","56","13","0","20","128"
"RES (Wind, Solar, Biomass & Others)","48","88","257","1","0","394"
"Total","959","1367","930","530","56","3842"
