"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","185.2","-231.7","100.1","-54.7","2.5","1.4"
"Actual(MU)","156.1","-208.8","97.8","-46.3","-2.9","-4.1"
"O/D/U/D(MU)","-29.1","22.9","-2.3","8.4","-5.4","-5.5"
