"","NR","WR","SR","ER","NER","All India"
"Coal","373","1052","418","401","10","2254"
"Lignite","24","12","38","0","0","74"
"Hydro","128","37","68","37","9","279"
"Nuclear","29","28","48","0","0","104"
"Gas, Naptha & Diesel","26","25","16","0","17","84"
"RES (Wind, Solar, Biomass & Others)","68","112","153","2","0","334"
"Total","647","1266","742","439","36","3130"
