"Share of RES in total generation (%)","5.24","3.57","14.49","0.42","0.10","5.96"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.00","11.61","39.67","22.69","30.10","24.58"
