"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4418","0","86.2","38.9","-4.5","88"
"","Haryana","5991","0","109.7","46.0","-2.7","283"
"","Rajasthan","9714","0","206.8","60.8","-0.5","171"
"","Delhi","3194","0","58.5","40.1","1.0","414"
"","UP","10321","2490","224.9","86.5","0.9","614"
"","Uttarakhand","1773","80","34.0","23.0","1.2","139"
"","HP","1250","0","23.5","18.9","-0.1","62"
"","J&K","1871","330","38.0","33.5","-0.3","164"
"","Chandigarh","198","0","3.5","3.6","0.3","22"
"WR","Chhattisgarh","3418","96","75.0","23.9","0.1","260"
"","Gujarat","11953","0","265.7","75.8","2.9","589"
"","MP","8885","0","177.1","90.6","2.2","450"
"","Maharashtra","18540","844","382.8","113.4","-4.0","600"
"","Goa","412","0","8.3","7.3","0.5","50"
"","DD","281","0","6.2","6.2","0.0","35"
"","DNH","688","0","15.6","15.7","-0.7","65"
"","Essar steel","324","0","6.4","7.1","-0.7","75"
"SR","Andhra Pradesh","6282","0","144.2","30.3","1.2","347"
"","Telangana","6201","500","138.0","72.5","3.3","402"
"","Karnataka","8959","800","193.6","26.3","2.6","437"
"","Kerala","3335","125","61.7","41.3","1.7","253"
"","Tamil Nadu","12028","841","269.4","100.8","1.2","319"
"","Pondy","312","0","6.1","6.0","0.1","29"
"ER","Bihar","2688","100","55.6","51.9","-1.9","200"
"","DVC","2405","0","55.4","-16.7","0.0","190"
"","Jharkhand","1064","0","21.7","10.0","-1.1","120"
"","Odisha","3365","200","63.5","22.2","5.2","280"
"","West Bengal","6273","0","118.6","17.4","0.8","340"
"","Sikkim","102","0","1.5","1.2","0.3","40"
"NER","Arunachal Pradesh","92","1","2.0","1.3","0.6","50"
"","Assam","1140","137","18.2","14.0","0.1","122"
"","Manipur","134","1","1.6","2.1","-0.5","48"
"","Meghalaya","316","2","4.9","4.8","-1.0","36"
"","Mizoram","76","3","1.1","1.0","0.2","29"
"","Nagaland","114","1","2.1","1.1","0.9","46"
"","Tripura","204","2","2.8","0.4","0.2","50"
