"","NR","WR","SR","ER","NER"
"Schedule(MU)","123.5","-103.6","42.9","-69.1","5.0"
"Actual(MU)","109.4","-80.5","43.3","-77.8","3.7"
"O/D/U/D(MU)","-14.1","23.1","0.4","-8.7","-1.3"
