"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.056","0.00","0.50","15.59","16.09","68.68","15.23"
"SR GRID","0.056","0.00","0.50","15.59","16.09","68.68","15.23"
