"","NR","WR","SR","ER","NER"
"Schedule(MU)","76.7","-38.3","41.9","-87.3","5.8"
"Actual(MU)","71.1","-37.6","41.4","-81.6","7.6"
"O/D/U/D(MU)","-5.6","0.6","-0.5","5.7","1.8"
