"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.042","0.00","0.37","10.95","11.32","78.36","10.32"
"SR GRID","0.042","0.00","0.37","10.95","11.32","78.36","10.32"
