"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8089","0","168.6","113.1","-3.3","32"
"","Haryana","5773","0","128.3","98.9","-4.6","312"
"","Rajasthan","6910","0","145.1","58.5","-2.6","58"
"","Delhi","4118","0","86.5","70.0","-4.4","120"
"","UP","10386","1540","200.3","95.8","-8.5","225"
"","Uttarakhand","1499","70","27.0","21.0","1.3","158"
"","HP","1156","0","21.0","-1.2","0.4","197"
"","J&K","1352","100","25.8","13.5","-1.1","167"
"","Chandigarh","250","0","5.0","4.9","0.1","40"
"WR","Chhattisgarh","2609","29","61.5","19.2","-0.5","260"
"","Gujarat","9136","100","204.7","38.9","-4.5","521"
"","MP","5677","53","109.8","40.1","-2.3","364"
"","Maharashtra","14325","438","313.0","89.8","7.2","750"
"","Goa","380","4","7.7","5.7","1.6","38"
"","DD","253","2","6.0","5.0","0.9","92"
"","DNH","603","6","14.2","13.4","0.7","74"
"SR","Andhra Pradesh","10701","1000","235.3","81.0","1.7","250"
"","Karnataka","7069","600","147.9","16.6","0.8","162"
"","Kerala","2796","150","50.9","28.8","2.2","258"
"","Tamil Nadu","11277","603","258.3","70.5","1.3","483"
"","Pondy","323","0","7.0","7.0","0.0","28"
"ER","Bihar","1919","0","38.5","42.0","-3.5","0"
"","DVC","2467","150","56.5","-21.5","-0.5","180"
"","Jharkhand","825","0","18.8","13.1","-2.0","0"
"","Odisha","3311","0","68.0","16.1","-0.7","200"
"","West Bengal","6376","0","136.6","37.4","5.2","250"
"","Sikkim","69","0","1.3","1.2","0.1","8"
"NER","Arunachal Pradesh","104","1","1.3","1.7","-0.4","35"
"","Assam","1167","74","23.1","14.9","2.2","202"
"","Manipur","98","2","1.4","1.8","-0.5","14"
"","Meghalaya","230","1","4.1","1.5","-0.5","36"
"","Mizoram","65","2","1.0","1.1","0.0","1"
"","Nagaland","91","1","1.6","1.4","-0.2","19"
"","Tripura","196","23","3.0","1.6","-0.1","84"
