"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.3","-80.2","45.9","-63.8","6.4"
"Actual(MU)","107.1","-81.1","48.1","-71.2","-3.7"
"O/D/U/D(MU)","11.8","-0.9","2.2","-7.4","-10.1"
