"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5265","0","107.6","35.7","0.1","93","0.0"
"","Haryana","6332","0","119.7","69.5","1.4","250","0.0"
"","Rajasthan","11302","0","202.4","66.8","3.0","418","0.0"
"","Delhi","3638","0","63.1","50.5","-0.9","154","0.0"
"","UP","14399","0","274.4","88.9","0.5","780","0.0"
"","Uttarakhand","2005","0","37.8","26.7","0.4","221","0.0"
"","HP","1517","2","27.6","23.6","0.2","130","0.0"
"","J&K","2038","501","41.0","42.0","-4.7","0","9.2"
"","Chandigarh","208","0","3.4","3.2","0.1","25","0.0"
"WR","Chhattisgarh","3259","0","69.3","1.5","0.1","94","0.1"
"","Gujarat","13482","0","298.8","110.6","2.8","559","0.0"
"","MP","9148","0","175.7","80.8","-1.4","243","0.0"
"","Maharashtra","19883","0","416.2","117.9","2.4","294","0.0"
"","Goa","487","0","9.7","8.8","0.5","42","0.0"
"","DD","327","0","7.3","6.9","0.4","47","0.0"
"","DNH","764","0","17.7","17.0","0.8","73","0.0"
"","Essar steel","567","0","12.3","12.4","-0.1","196","0.0"
"SR","Andhra Pradesh","8415","0","169.3","51.9","-0.7","675","0.1"
"","Telangana","9596","0","191.7","88.1","0.4","455","0.1"
"","Karnataka","9755","0","211.2","93.6","-1.9","333","0.2"
"","Kerala","3661","0","71.2","58.7","1.3","218","0.1"
"","Tamil Nadu","13999","0","301.0","162.4","1.2","814","0.3"
"","Pondy","341","0","7.0","7.5","-0.5","29","0.0"
"ER","Bihar","3877","0","67.2","59.5","1.4","250","0.0"
"","DVC","3000","0","69.3","-43.8","-1.0","250","0.0"
"","Jharkhand","1084","0","22.3","15.1","1.2","150","0.0"
"","Odisha","4325","0","78.6","32.3","5.4","550","0.0"
"","West Bengal","6306","0","121.9","16.6","1.8","300","0.0"
"","Sikkim","102","0","1.0","1.4","-0.4","7","0.0"
"NER","Arunachal Pradesh","118","3","2.3","1.7","0.6","79","0.0"
"","Assam","1399","20","22.3","18.5","0.7","100","0.3"
"","Manipur","189","2","2.4","2.6","-0.3","12","0.0"
"","Meghalaya","301","4","5.6","2.9","0.0","52","0.0"
"","Mizoram","84","1","1.6","0.7","0.4","28","0.0"
"","Nagaland","119","4","2.3","1.9","0.2","66","0.0"
"","Tripura","225","3","3.9","2.1","0.6","45","0.0"
