"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.1","-89.1","29.6","-63.8","8.1"
"Actual(MU)","106.3","-88.3","30.2","-60.7","5.4"
"O/D/U/D(MU)","-7.8","0.8","0.6","3.1","-2.7"
