"","NR","WR","SR","ER","NER"
"Schedule(MU)","80.3","-54.1","53.8","-87.2","7.9"
"Actual(MU)","74.4","-59.0","53.1","-74.5","5.1"
"O/D/U/D(MU)","-5.9","-4.9","-0.7","12.7","-2.8"
