"","NR","WR","SR","ER","NER"
"Schedule(MU)","116.8","-100.2","29.7","-52.6","5.0"
"Actual(MU)","111.5","-93.7","23.6","-49.3","3.8"
"O/D/U/D(MU)","-5.3","6.4","-6.1","3.3","-1.2"
