"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4383","50","80.9","32.4","0.8","269"
"","Haryana","5363","0","104.6","48.1","-1.0","278"
"","Rajasthan","9156","0","192.9","73.4","-7.3","0"
"","Delhi","3726","1","62.9","43.0","-0.1","310"
"","UP","10074","1680","213.3","90.2","-4.2","343"
"","Uttarakhand","1529","10","29.6","21.6","-0.2","252"
"","HP","1266","0","23.7","19.1","0.3","74"
"","J&K","1966","100","41.5","32.8","1.0","191"
"","Chandigarh","211","0","3.4","3.0","0.4","43"
"WR","Chhattisgarh","2962","5","64.5","18.2","1.2","335"
"","Gujarat","11231","0","235.2","23.3","-0.8","423"
"","MP","8172","0","158.4","78.9","-2.4","384"
"","Maharashtra","16929","175","349.3","110.4","10.7","740"
"","Goa","343","0","6.8","6.9","-0.8","19"
"","DD","235","0","5.6","5.7","0.0","6"
"","DNH","625","0","14.9","14.8","0.1","25"
"","Essar steel","286","0","5.3","6.3","-1.0","75"
"SR","Andhra Pradesh","11587","500","267.1","93.1","3.9","375"
"","Karnataka","8448","400","174.2","20.8","1.1","627"
"","Kerala","3003","75","55.1","27.6","1.7","239"
"","Tamil Nadu","11288","737","240.1","90.8","0.9","346"
"","Pondy","273","0","5.1","5.9","-0.8","26"
"ER","Bihar","2135","325","42.9","39.1","1.2","290"
"","DVC","2547","0","53.4","-14.6","0.1","240"
"","Jharkhand","1069","0","21.0","11.3","-1.8","90"
"","Odisha","3701","0","69.6","16.5","4.6","360"
"","West Bengal","5952","0","97.9","12.6","4.8","410"
"","Sikkim","84","0","1.3","1.4","0.0","20"
"NER","Arunachal Pradesh","109","6","1.3","1.3","0.0","40"
"","Assam","1050","71","18.9","12.8","1.0","315"
"","Manipur","112","4","1.1","1.8","-0.7","37"
"","Meghalaya","260","8","4.9","4.1","-0.1","84"
"","Mizoram","76","2","1.2","1.1","-0.1","29"
"","Nagaland","97","5","1.5","1.6","-0.3","22"
"","Tripura","187","1","3.1","0.9","-0.4","52"
