"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6471","0","145.4","85.6","0.4","176"
"","Haryana","5921","0","129.5","96.1","-2.7","76"
"","Rajasthan","8209","0","182.7","58.2","1.8","261"
"","Delhi","4804","0","101.5","81.2","-1.8","310"
"","UP","12304","2390","272.1","130.7","2.0","687"
"","Uttarakhand","1626","75","34.6","18.8","1.1","183"
"","HP","1163","0","24.7","4.5","0.2","120"
"","J&K","1512","100","30.8","16.6","-0.1","215"
"","Chandigarh","305","0","5.7","5.0","0.7","57"
"WR","Chhattisgarh","3016","76","66.7","16.0","-2.5","171"
"","Gujarat","13443","0","287.4","49.0","-1.5","590"
"","MP","6862","690","149.5","77.0","0.3","570"
"","Maharashtra","17450","896","385.9","131.6","1.1","1133"
"","Goa","399","34","7.7","8.0","-0.7","0"
"","DD","261","2","5.2","5.5","-0.3","58"
"","DNH","644","6","14.8","14.7","0.2","31"
"","Essar steel","381","4","9.0","9.4","-0.4","85"
"SR","Andhra Pradesh","5352","1200","93.5","43.1","-3.1","1025"
"","Telangana","5054","500","40.3","35.2","2.1","905"
"","Karnataka","7621","400","135.4","14.0","-1.4","323"
"","Kerala","2993","750","57.7","28.8","3.2","429"
"","Tamil Nadu","11389","1935","252.3","71.5","-0.4","634"
"","Pondy","317","0","6.6","6.5","0.1","32"
"ER","Bihar","2347","500","45.8","42.4","0.8","180"
"","DVC","2526","190","57.0","-9.7","0.6","230"
"","Jharkhand","1077","0","21.6","11.9","0.3","110"
"","Odisha","3723","0","78.2","16.8","0.3","300"
"","West Bengal","7120","333","133.3","35.7","5.7","600"
"","Sikkim","86","0","1.2","1.0","0.1","25"
"NER","Arunachal Pradesh","107","8","1.6","1.3","0.2","39"
"","Assam","1124","280","22.5","14.8","3.4","189"
"","Manipur","107","9","1.5","1.6","-0.1","19"
"","Meghalaya","258","10","4.0","1.9","-0.3","80"
"","Mizoram","69","10","1.0","1.0","-0.3","12"
"","Nagaland","97","9","1.6","1.5","-0.2","27"
"","Tripura","218","29","3.2","1.0","0.0","52"
