"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5915","0","119.7","61.6","-1.0","112","0.0"
"","Haryana","6658","0","132.4","105.4","0.4","284","0.0"
"","Rajasthan","9919","0","202.6","66.3","-1.6","257","0.0"
"","Delhi","3803","0","75.9","60.2","-1.0","148","0.0"
"","UP","15055","0","290.5","124.5","5.0","598","3.4"
"","Uttarakhand","1697","0","34.7","19.2","0.0","90","0.0"
"","HP","1488","0","27.2","15.3","0.5","236","0.0"
"","J&K","2244","561","42.6","34.3","-0.6","254","10.2"
"","Chandigarh","177","0","3.4","3.6","-0.2","15","0.0"
"WR","Chhattisgarh","3599","0","76.7","26.6","-1.3","189","0.0"
"","Gujarat","15780","0","347.8","82.4","2.9","545","0.0"
"","MP","8087","0","169.7","111.5","-2.2","385","0.0"
"","Maharashtra","18419","0","383.7","131.8","-2.9","622","0.0"
"","Goa","541","0","10.8","10.7","-0.5","71","0.0"
"","DD","341","0","7.6","7.0","0.6","50","0.0"
"","DNH","765","0","17.1","17.6","-0.5","158","0.0"
"","Essar steel","352","0","6.3","5.7","0.6","302","0.0"
"SR","Andhra Pradesh","6884","0","146.7","56.6","-0.1","762","0.0"
"","Telangana","6942","0","146.8","37.3","-1.0","396","0.0"
"","Karnataka","7336","0","146.2","30.8","-1.9","716","0.0"
"","Kerala","3387","0","65.9","46.5","1.1","233","0.0"
"","Tamil Nadu","12791","0","257.5","137.1","-0.3","676","0.0"
"","Pondy","370","0","7.2","7.6","-0.4","63","0.0"
"ER","Bihar","4669","0","82.6","81.7","-1.8","50","0.0"
"","DVC","3039","0","62.7","-20.0","-0.2","100","0.0"
"","Jharkhand","1196","0","23.9","18.7","-0.6","80","0.0"
"","Odisha","4278","0","85.8","12.8","9.0","400","0.0"
"","West Bengal","8357","0","159.6","64.7","0.6","200","0.0"
"","Sikkim","100","0","1.1","1.5","-0.3","5","0.0"
"NER","Arunachal Pradesh","121","2","2.0","1.9","-0.2","12","0.0"
"","Assam","1629","46","26.9","22.2","0.2","103","0.8"
"","Manipur","164","3","2.5","2.3","0.2","20","0.0"
"","Meghalaya","344","0","5.9","2.6","0.1","52","0.0"
"","Mizoram","91","2","1.7","0.4","0.5","9","0.0"
"","Nagaland","125","3","2.2","2.1","-0.3","15","0.0"
"","Tripura","276","3","4.7","3.6","0.2","76","0.0"
