"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","45204","46819","35962","20571","2659","151215"
"Peak Shortage (MW)","563","0","0","0","79","642"
"Energy Met (MU)","929","1020","770","416","46","3180"
"Hydro Gen (MU)","153","64","158","90","12","476"
"Wind Gen (MU)","4","28","20","----------","----------","51"
"Solar Gen (MU)*","31.21","18","53.60","1.78","0.03","105"
"Energy Shortage (MU)","13.5","0.0","0.0","0.0","0.9","14.4"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","46137","47253","36323","21154","2716","153147"
"","18:38","18:38","18:53","18:50","18:02","18:38"
