"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4833","0","100.3","51.5","-0.5","173"
"","Haryana","4963","0","93.3","58.5","-3.8","83"
"","Rajasthan","6566","0","143.1","46.0","-2.9","81"
"","Delhi","3153","0","64.6","43.5","-2.7","93"
"","UP","8873","2341","187.3","71.7","-6.7","311"
"","Uttarakhand","1527","0","28.8","16.1","2.4","223"
"","HP","1258","0","23.1","12.6","1.3","169"
"","J&K","1358","100","28.4","17.6","0.5","374"
"","Chandigarh","183","0","3.6","3.8","-0.2","13"
"WR","Chhattisgarh","3222","132","71.5","14.3","7.5","454"
"","Gujarat","11491","121","260.5","42.6","-2.7","276"
"","MP","7103","55","135.7","63.1","-5.4","119"
"","Maharashtra","16360","710","359.6","110.7","8.9","592"
"","Goa","373","53","8.1","6.3","1.3","94"
"","DD","246","2","6.1","4.7","1.4","72"
"","DNH","564","4","13.3","12.8","0.6","56"
"SR","Andhra Pradesh","10769","3000","246.0","71.6","2.8","453"
"","Karnataka","7504","1000","163.3","23.1","1.0","354"
"","Kerala","2949","500","60.5","30.3","2.0","214"
"","Tamil Nadu","11197","1247","230.2","70.1","1.5","339"
"","Pondy","308","0","6.6","7.4","-0.8","7"
"ER","Bihar","1513","650","26.0","31.7","-5.7","200"
"","DVC","2471","230","54.7","-29.9","0.9","220"
"","Jharkhand","1032","0","17.3","8.5","-1.6","100"
"","Odisha","3570","0","70.3","6.9","0.2","500"
"","West Bengal","6767","156","135.9","33.7","-2.9","500"
"","Sikkim","71","0","0.8","1.2","-0.4","20"
"NER","Arunachal Pradesh","79","3","1.0","0.9","0.1","25"
"","Assam","913","234","15.1","10.2","1.5","123"
"","Manipur","96","2","1.0","1.0","0.0","39"
"","Meghalaya","223","41","4.1","2.7","0.0","75"
"","Mizoram","59","3","0.8","0.8","0.1","14"
"","Nagaland","60","5","1.1","0.7","0.4","26"
"","Tripura","169","48","2.8","0.6","0.2","31"
