"Share of RES in total generation (%)","6.89","5.98","19.18","0.37","0.06","8.59"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","44.89","15.82","43.01","25.66","42.28","31.22"
