"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","1.8","3.2","6.5","5.0","88.1","6.9"
"SR GRID","0.0","0.0","0.5","2.4","0.5","80.7","18.8"
