"","NR","WR","SR","ER","NER"
"Schedule(MU)","124.5","-79.2","34.3","-86.3","6.5"
"Actual(MU)","122.1","-88.3","37.1","-71.9","7.7"
"O/D/U/D(MU)","-2.4","-9.1","2.8","14.4","1.2"
