"","NR","WR","SR","ER","NER"
"Schedule(MU)","145.6","-120.8","55.2","-79.1","-0.1"
"Actual(MU)","164.6","-129.8","45.9","-80.0","0.5"
"O/D/U/D(MU)","19.0","-9.0","-9.3","-0.9","0.6"
