"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.7","-89.1","43.8","-71.2","4.7"
"Actual(MU)","83.0","-71.4","44.0","-62.1","-0.1"
"O/D/U/D(MU)","-27.7","17.7","0.2","9.1","-4.8"
