"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34029","29999","30620","14910","1854","111412"
"Peak Shortage (MW)","2510","339","600","415","290","4154"
"Energy Met (MU)","784","686","692","288","37","2487"
"Hydro Gen(MU)","314","98","168","67","17","664"
"Wind Gen(MU)","13","72","79","----------","----------","164"
