"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","48522","49134","40056","20073","2730","160515"
"Peak Shortage (MW)","477","0","0","0","31","508"
"Energy Met (MU)","1026","1094","879","411","48","3458"
"Hydro Gen (MU)","167","85","152","111","15","529"
"Wind Gen (MU)","3","17","20","----------","----------","40"
"Solar Gen (MU)*","26.06","24.2","77.44","2.09","0.06","130"
"Energy Shortage (MU)","12.6","0.0","0.0","0.0","0.9","13.5"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","50544","49599","41458","20805","2698","164259"
"","19:07","18:43","18:28","19:21","17:50","19:00"
