"","NR","WR","SR","ER","NER"
"Schedule(MU)","64.2","-49.2","31.6","-51.1","4.3"
"Actual(MU)","39.1","-33.0","32.2","-42.4","5.9"
"O/D/U/D(MU)","-25.1","16.2","0.6","8.7","1.6"
