"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.56","2.08","20.25","22.89","60.28","16.83"
"SR GRID","0.00","0.56","2.08","20.25","22.89","60.28","B. Frequency Profile (%)16.83"
