"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","50804","46927","37379","19485","2319","156913"
"Peak Shortage (MW)","994","105","0","0","184","1282"
"Energy Met (MU)","1233","1166","842","446","43","3730"
"Hydro Gen (MU)","230","29","38","88","24","409"
"Wind Gen (MU)","7","84","35","----------","----------","125"
"Solar Gen (MU)*","21.34","20.66","54.93","0.75","0.03","98"
"Energy Shortage (MU)","12.2","0.4","0.0","0.0","2.5","15.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","55350","51655","38371","20921","2405","164618"
"","22:12","15:20","21:45","00:00","19:04","22:39"
