"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","31030","34010","37687","16316","2154","121196"
"Peak Shortage (MW)","467","0","0","0","28","495"
"Energy Met (MU)","701","858","910","302","34","2805"
"Hydro Gen(MU)","108","31","50","26","7","222"
"Wind Gen(MU)","5","19","14","----------","----------","38"
"Solar Gen (MU)*","0.66","13.09","19.40","1.55","0.02","35"
