"Share of RES in total generation (%)","10.99","5.45","18.10","0.25","0.10","8.91"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.66","11.74","32.59","6.46","17.60","21.11"
