"","NR","WR","SR","ER","NER"
"Schedule(MU)","42.1","-46.6","47.4","-54.9","9.1"
"Actual(MU)","33.5","-36.2","49.1","-56.8","7.5"
"O/D/U/D(MU)","-8.6","10.4","1.7","-2.0","-1.6"
