"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5183","0","98.3","45.7","1.4","158"
"","Haryana","5178","0","99.6","33.6","0.0","233"
"","Rajasthan","8439","0","174.4","74.0","-4.4","111"
"","Delhi","2991","0","53.4","37.1","-1.9","212"
"","UP","9188","1775","200.9","77.6","-0.9","727"
"","Uttarakhand","1444","75","27.9","19.8","0.4","146"
"","HP","1164","0","21.5","16.8","-1.1","52"
"","J&K","2192","100","38.5","26.2","4.8","812"
"","Chandigarh","165","0","3.0","3.1","-0.1","17"
"WR","Chhattisgarh","2636","7","58.1","10.6","-1.3","306"
"","Gujarat","11269","0","243.6","59.5","1.3","330"
"","MP","9696","0","194.7","112.7","-4.7","58"
"","Maharashtra","16876","561","356.7","115.6","3.8","594"
"","Goa","360","0","6.9","7.2","-1.1","21"
"","DD","213","0","4.9","6.1","-1.2","2"
"","DNH","599","0","14.1","14.1","0.0","7"
"","Essar steel","386","0","8.0","7.6","0.7","49"
"SR","Andhra Pradesh","10107","500","220.0","71.5","2.1","501"
"","Karnataka","7618","450","157.8","18.3","2.6","283"
"","Kerala","2870","160","54.1","33.1","3.5","250"
"","Tamil Nadu","9792","645","226.9","71.8","-0.2","393"
"","Pondy","251","0","5.1","5.4","-0.3","34"
"ER","Bihar","1979","600","38.4","35.1","1.1","150"
"","DVC","2408","0","53.3","-14.9","0.6","200"
"","Jharkhand","979","0","20.5","11.7","-0.8","120"
"","Odisha","3093","0","59.7","2.5","1.2","350"
"","West Bengal","5745","4","95.1","4.0","5.2","300"
"","Sikkim","110","0","2.2","1.2","1.0","20"
"NER","Arunachal Pradesh","108","7","1.7","1.2","0.5","53"
"","Assam","1028","42","18.6","11.3","2.0","198"
"","Manipur","104","1","1.4","1.6","-0.2","38"
"","Meghalaya","264","1","3.7","2.9","-0.7","64"
"","Mizoram","62","2","1.2","1.0","-0.1","20"
"","Nagaland","87","8","1.6","1.4","-0.1","25"
"","Tripura","175","11","3.3","-0.1","0.8","54"
