"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.3","-81.0","48.6","-66.3","0.4"
"Actual(MU)","97.3","-93.7","55.2","-63.1","1.1"
"O/D/U/D(MU)","-1.0","-12.7","6.6","3.2","0.7"
