"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37490","40765","33808","15538","1818","129419"
"Peak Shortage (MW)","1883","254","3425","59","327","5948"
"Energy Met (MU)","827","994","788","348","29","2985"
"Hydro Gen(MU)","166","75","90","38","3","372"
"Wind Gen(MU)","1","21","9","----------","----------","31"
