"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","43319","35172","31499","16633","1936","128559"
"Peak Shortage (MW)","2855","524","1280","417","356","5432"
"Energy Met (MU)","995","764","747","350","37","2893"
"Hydro Gen(MU)","332","55","77","74","15","552"
"Wind Gen(MU)","5","54","119","----------","----------","177"
