"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","293.5","-258.3","18.1","-50.8","-1.7","0.8"
"Actual(MU)","256.1","-214.6","6.8","-42.8","-4.2","1.2"
"O/D/U/D(MU)","-37.4","43.7","-11.3","7.9","-2.5","0.5"
