"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.0","-115.1","38.0","-35.0","8.9"
"Actual(MU)","103.8","-125.9","37.3","-29.0","12.0"
"O/D/U/D(MU)","3.8","-10.7","-0.7","6.0","3.1"
