"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.0","1.3","7.6","19.9","28.8","47.8","23.4"
"SR GRID","0.0","1.3","7.6","19.9","28.8","47.8","23.4"
