"Share of RES in total generation (%)","8.45","4.21","19.46","0.29","0.12","8.11"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.24","8.58","35.64","7.06","17.13","19.24"
