"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","617","1071","456","419","9","2572"
"Hydro","328","14","53","98","27","519"
"Nuclear","27","30","45","0","0","102"
"Gas, Naptha & Diesel","38","45","21","0","23","127"
"RES (Wind, Solar, Biomass & Others)","72","140","300","1","0","514"
"Total","1082","1300","875","518","60","3834"
