"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","184.7","-186.4","63.0","-60.7","-2.2","-1.5"
"Actual(MU)","193.9","-190.6","56.8","-58.9","-6.6","-5.4"
"O/D/U/D(MU)","9.3","-4.2","-6.2","1.8","-4.4","-3.8"
