"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7067","0","146.9","88.6","0.6","264","0.0"
"","Haryana","6694","0","122.4","101.9","-4.3","625","0.0"
"","Rajasthan","9033","0","182.3","61.5","0.2","537","0.0"
"","Delhi","5254","0","103.9","87.3","-1.8","165","0.0"
"","UP","16500","0","306.1","125.7","-1.2","478","0.0"
"","Uttarakhand","1714","0","36.0","16.8","0.1","129","0.0"
"","HP","1274","0","25.0","1.2","2.3","221","0.0"
"","J&K","1917","479","34.7","13.9","-2.3","168","8.2"
"","Chandigarh","262","0","5.6","6.3","-0.7","1","0.0"
"WR","Chhattisgarh","3167","0","69.9","8.6","-1.2","169","0.0"
"","Gujarat","15325","0","330.8","60.1","1.8","496","0.0"
"","MP","7071","0","153.3","76.4","-1.0","530","0.0"
"","Maharashtra","21598","0","465.7","132.0","2.0","669","0.0"
"","Goa","456","0","10.6","9.4","0.9","78","0.0"
"","DD","321","0","7.2","6.4","0.8","72","0.0"
"","DNH","735","0","14.4","15.0","-0.6","166","0.0"
"","Essar steel","497","0","10.5","9.7","0.7","207","0.0"
"SR","Andhra Pradesh","7142","0","153.8","36.3","2.6","561","0.0"
"","Telangana","6769","0","134.9","58.3","-6.9","543","0.0"
"","Karnataka","7840","0","160.5","57.6","2.7","538","0.0"
"","Kerala","3241","0","65.7","55.1","1.7","328","0.0"
"","Tamil Nadu","14679","0","306.3","102.3","3.1","615","0.0"
"","Pondy","367","0","7.7","8.0","-0.3","18","0.0"
"ER","Bihar","4018","0","71.2","67.1","0.6","250","0.1"
"","DVC","2808","0","62.8","-36.3","-0.7","225","0.0"
"","Jharkhand","975","0","19.9","15.6","-1.6","100","0.0"
"","Odisha","4245","0","83.7","27.7","2.5","250","0.0"
"","West Bengal","7733","0","141.6","44.3","-2.1","250","0.0"
"","Sikkim","80","0","1.1","0.8","0.2","15","0.0"
"NER","Arunachal Pradesh","98","1","2.0","1.8","0.2","34","0.0"
"","Assam","1560","58","27.7","21.2","2.4","181","0.7"
"","Manipur","131","1","2.3","1.9","0.4","22","0.0"
"","Meghalaya","264","0","4.1","3.2","-0.4","130","0.0"
"","Mizoram","69","1","1.3","1.2","0.0","15","0.0"
"","Nagaland","100","1","2.4","1.9","0.3","5","0.0"
"","Tripura","263","1","5.2","3.1","1.0","19","0.0"
