"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4784","840","106.6","54.3","0.4","162"
"","Haryana","5724","322","109.5","62.9","3.3","369"
"","Rajasthan","8550","0","185.1","44.6","4.1","561"
"","Delhi","3138","1","62.1","36.3","-1.4","156"
"","UP","9044","3205","208.3","92.4","3.9","852"
"","Uttarakhand","1578","70","29.0","16.8","2.3","252"
"","HP","1181","0","22.7","12.4","2.0","211"
"","J&K","1760","0","32.7","22.4","3.2","278"
"","Chandigarh","173","0","3.2","3.3","-0.1","19"
"WR","Chhattisgarh","3056","18","67.7","13.3","0.6","262"
"","Gujarat","13068","0","296.0","64.5","-1.3","287"
"","MP","7649","0","169.3","95.6","0.3","251"
"","Maharashtra","19236","60","414.2","148.8","2.3","396"
"","Goa","382","0","7.9","8.4","-0.5","35"
"","DD","266","0","5.9","6.0","0.1","26"
"","DNH","640","0","14.9","14.9","0.0","36"
"","Essar steel","374","0","8.0","7.5","0.6","60"
"SR","Andhra Pradesh","4813","1000","112.6","24.9","3.2","394"
"","Telangana","6468","800","138.1","62.9","2.9","425"
"","Karnataka","6938","400","148.3","9.4","2.6","362"
"","Kerala","2879","100","53.0","23.6","2.0","216"
"","Tamil Nadu","9374","753","211.9","57.8","2.0","313"
"","Pondy","6","15","5.5","5.5","0.0","24"
"ER","Bihar","2453","200","47.2","48.6","-4.3","150"
"","DVC","2492","0","55.4","-15.7","0.6","350"
"","Jharkhand","946","0","20.6","11.7","-0.4","80"
"","Odisha","3609","250","69.8","18.5","1.4","350"
"","West Bengal","6423","30","118.7","21.4","0.6","300"
"","Sikkim","79","0","1.4","1.1","0.3","25"
"NER","Arunachal Pradesh","75","22","1.3","1.0","0.3","36"
"","Assam","1067","234","21.5","13.4","1.8","155"
"","Manipur","126","1","2.2","1.9","0.2","36"
"","Meghalaya","250","2","3.0","1.3","-1.5","37"
"","Mizoram","69","1","1.1","1.0","0.1","22"
"","Nagaland","104","2","1.7","1.1","0.1","27"
"","Tripura","206","4","3.3","1.0","0.2","44"
