"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.14","1.88","11.94","13.96","50.14","35.90"
"SR GRID","0.00","0.14","1.88","11.94","13.96","50.14","B. Frequency Profile (%)35.90"
