"","NR","WR","SR","ER","NER"
"Schedule(MU)","118.2","-92.4","32.3","-64.8","8.6"
"Actual(MU)","113.1","-100.1","30.5","-55.2","9.3"
"O/D/U/D(MU)","-5.1","-7.7","-1.8","9.6","0.7"
