"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","576","1049","421","412","9","2467"
"Hydro","333","20","98","105","23","579"
"Nuclear","27","30","44","0","0","101"
"Gas, Naptha & Diesel","27","47","25","0","24","123"
"RES (Wind, Solar, Biomass & Others)","35","106","315","1","0","457"
"Total","998","1252","904","518","56","3727"
