"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","598","1270","540","405","7","2820"
"Hydro","168","33","87","81","16","385"
"Nuclear","24","27","23","0","0","74"
"Gas, Naptha & Diesel","28","48","24","0","28","128"
"RES (Wind, Solar, Biomass & Others)","47","40","143","1","0","231"
"Total","865","1418","816","486","52","3637"
