"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.2","3.7","1.2","96.4","2.4"
"SR GRID","0.0","0.0","2.6","10.2","2.6","88.3","9.1"
