"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7431","0","168.1","101.8","2.1","309","0.0"
"","Haryana","7627","0","156.4","104.4","-1.7","216","0.0"
"","Rajasthan","9025","0","194.6","60.8","4.6","695","0.0"
"","Delhi","5733","0","114.9","95.2","-0.3","310","0.0"
"","UP","16954","680","360.7","162.2","2.6","365","0.0"
"","Uttarakhand","1885","0","40.5","18.9","0.2","129","0.0"
"","HP","1318","0","27.7","5.6","3.2","284","0.0"
"","J&K","1870","468","36.6","14.7","-1.6","289","18.7"
"","Chandigarh","299","0","5.9","6.2","-0.3","9","0.0"
"WR","Chhattisgarh","3568","0","84.6","17.4","-0.4","257","0.0"
"","Gujarat","15144","0","334.2","95.0","0.5","421","0.0"
"","MP","8052","0","178.7","91.1","-2.6","250","0.0"
"","Maharashtra","21100","0","469.4","142.6","-3.3","733","0.0"
"","Goa","465","0","10.3","9.8","0.1","123","0.0"
"","DD","322","0","7.1","6.8","0.4","62","0.0"
"","DNH","747","0","17.0","17.3","-0.4","17","0.0"
"","Essar steel","387","0","10.0","8.9","1.1","240","0.0"
"SR","Andhra Pradesh","7882","0","174.4","43.8","8.9","423","0.0"
"","Telangana","7191","0","152.3","61.7","-0.6","439","0.0"
"","Karnataka","8288","0","163.9","59.8","1.7","453","0.0"
"","Kerala","3774","0","71.5","54.3","1.6","264","0.0"
"","Tamil Nadu","14274","0","311.0","124.3","2.1","422","0.0"
"","Pondy","361","0","7.5","7.9","-0.4","68","0.0"
"ER","Bihar","3984","100","79.5","73.2","4.5","250","0.3"
"","DVC","2799","0","65.1","-46.6","-1.0","180","0.0"
"","Jharkhand","1112","0","23.0","18.2","-1.2","110","0.0"
"","Odisha","4145","0","79.3","22.5","0.9","350","0.0"
"","West Bengal","7939","0","143.5","41.5","-0.3","280","0.0"
"","Sikkim","66","0","1.2","1.3","-0.1","20","0.0"
"NER","Arunachal Pradesh","86","5","2.0","1.8","0.2","23","0.0"
"","Assam","1543","57","25.2","20.1","1.2","202","1.0"
"","Manipur","141","10","2.4","2.2","0.2","11","0.1"
"","Meghalaya","245","0","4.1","2.9","-0.1","14","0.0"
"","Mizoram","72","1","1.3","1.3","0.0","13","0.0"
"","Nagaland","93","3","2.1","2.0","-0.1","0","0.0"
"","Tripura","227","9","4.6","2.8","0.1","25","0.1"
