"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","221.8","-247.2","118.1","-94.5","1.9","0.0"
"Actual(MU)","214.5","-259.7","130.8","-93.2","4.5","-3.1"
"O/D/U/D(MU)","-7.3","-12.5","12.7","1.4","2.6","-3.1"
