"Share of RES in total generation (%)","6.71","4.13","16.15","0.37","0.10","6.73"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.67","10.31","36.76","19.80","28.95","22.71"
