"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.2","-96.2","36.4","-73.4","7.0"
"Actual(MU)","133.1","-109.5","32.8","-66.3","9.3"
"O/D/U/D(MU)","6.9","-13.3","-3.6","7.1","2.3"
