"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.2","-99.5","34.2","-58.3","7.0"
"Actual(MU)","114.0","-99.4","36.7","-54.7","9.1"
"O/D/U/D(MU)","1.8","0.1","2.5","3.6","2.1"
