"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.1","-106.0","30.2","-60.6","5.4"
"Actual(MU)","119.1","-106.6","29.2","-51.4","5.4"
"O/D/U/D(MU)","-1.0","-0.6","-1.0","9.2","0.0"
