"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5012","363","89.9","37.7","0.0","157"
"","Haryana","5598","0","103.2","62.0","0.9","294"
"","Rajasthan","9069","54","184.5","77.8","-3.9","117"
"","Delhi","3351","0","59.9","42.5","-1.0","260"
"","UP","9952","1125","209.4","82.5","-0.2","269"
"","Uttarakhand","1706","30","32.2","21.9","2.2","268"
"","HP","1239","10","23.8","18.4","0.0","65"
"","J&K","1878","100","39.4","32.9","0.6","183"
"","Chandigarh","197","0","3.4","0.1","3.2","197"
"WR","Chhattisgarh","3068","23","69.2","18.5","-0.6","150"
"","Gujarat","10945","0","243.0","59.1","-1.2","465"
"","MP","7404","0","146.5","75.4","-1.1","468"
"","Maharashtra","17754","102","376.2","117.2","3.0","458"
"","Goa","398","0","7.9","7.2","0.0","47"
"","DD","232","0","5.9","5.4","0.5","12"
"","DNH","602","0","14.1","14.0","0.1","6"
"","Essar steel","465","0","10.2","10.2","-0.1","37"
"SR","Andhra Pradesh","11957","1000","276.1","88.6","11.6","427"
"","Karnataka","8905","400","192.3","20.5","1.6","263"
"","Kerala","3290","150","61.1","29.4","2.4","183"
"","Tamil Nadu","11759","657","261.1","87.1","3.7","302"
"","Pondy","299","0","6.0","6.2","-0.1","49"
"ER","Bihar","1954","0","41.6","38.1","0.8","145"
"","DVC","2630","0","58.9","-25.2","0.0","210"
"","Jharkhand","1014","0","21.0","10.8","-0.8","60"
"","Odisha","3505","0","64.0","5.2","0.3","160"
"","West Bengal","6030","0","108.1","19.7","5.0","380"
"","Sikkim","97","0","1.6","1.2","0.3","24"
"NER","Arunachal Pradesh","112","3","1.6","1.4","0.2","34"
"","Assam","991","163","17.9","12.7","0.5","102"
"","Manipur","105","13","1.6","1.7","-0.1","34"
"","Meghalaya","268","12","4.5","3.3","0.2","74"
"","Mizoram","73","2","1.1","1.0","-0.2","15"
"","Nagaland","98","5","1.6","1.6","-0.3","26"
"","Tripura","202","0","2.8","0.4","-0.2","28"
