"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.66","15.13","15.79","71.72","12.55"
"SR GRID","0.00","0.00","0.70","15.10","15.80","71.70","12.50"
